13,12,15,31
14,12,15,31
15,12,15,31
16,12,15,31
17,12,15,31
10,13,15,31
11,13,15,31
12,13,15,31
13,13,15,31
14,13,15,31
16,13,15,31
17,13,15,31
18,13,15,31
19,13,15,31
20,13,15,31
8,14,15,31
9,14,15,31
10,14,15,31
11,14,15,31
12,14,15,31
13,14,15,31
14,14,15,31
15,14,15,31
16,14,15,31
17,14,15,31
18,14,15,31
19,14,15,31
20,14,15,31
21,14,15,31
22,14,15,31
7,15,15,31
8,15,15,31
9,15,15,31
10,15,15,31
11,15,15,31
12,15,15,31
13,15,15,31
14,15,15,31
15,15,15,31
16,15,15,31
17,15,15,31
18,15,15,31
19,15,15,31
20,15,15,31
21,15,15,31
22,15,15,31
23,15,15,31
8,16,15,31
9,16,15,31
10,16,15,31
11,16,15,31
13,16,15,31
14,16,15,31
15,16,15,31
16,16,15,31
17,16,15,31
19,16,15,31
20,16,15,31
21,16,15,31
22,16,15,31
10,17,15,31
11,17,15,31
12,17,15,31
14,17,15,31
15,17,15,31
16,17,15,31
17,17,15,31
18,17,15,31
19,17,15,31
20,17,15,31
13,18,15,31
15,18,15,31
16,18,15,31
17,18,15,31
12,15,14,37
13,15,14,37
15,15,14,44
17,15,14,37
18,15,14,37
