0,0,31,59
1,0,31,59
2,0,31,59
3,0,31,59
4,0,31,59
5,0,31,59
6,0,31,59
7,0,31,59
8,0,31,59
9,0,31,59
10,0,31,59
11,0,31,59
12,0,31,59
13,0,31,59
14,0,31,59
15,0,31,59
16,0,31,59
17,0,31,59
18,0,31,59
19,0,31,59
20,0,31,59
21,0,31,59
22,0,31,59
23,0,31,59
24,0,31,59
25,0,31,59
26,0,31,59
27,0,31,59
28,0,31,59
29,0,31,59
30,0,31,59
31,0,31,59
31,1,31,59
0,2,31,59
31,2,31,59
0,3,31,59
31,3,31,59
3,4,31,85
5,4,31,85
8,4,31,85
11,4,31,85
14,4,31,85
17,4,31,85
20,4,31,85
23,4,31,85
25,4,31,85
28,4,31,85
31,4,31,59
0,5,31,59
0,6,31,59
31,6,31,59
0,7,31,59
31,7,31,59
0,8,31,59
3,8,31,85
28,8,31,85
31,8,31,59
0,9,31,59
31,9,31,59
0,10,31,59
31,10,31,59
0,11,31,59
3,11,31,85
8,11,31,100
23,11,31,100
31,11,31,59
0,12,31,59
28,12,31,85
31,12,31,59
0,13,31,59
31,13,31,59
0,14,31,59
3,14,31,85
31,14,31,59
0,15,31,59
31,15,31,59
0,16,31,59
3,16,31,85
23,16,31,100
28,16,31,85
31,16,31,59
0,17,31,59
31,17,31,59
0,18,31,59
8,18,31,100
10,18,31,100
22,18,31,100
31,18,31,59
0,19,31,59
3,19,31,85
21,19,31,100
31,19,31,59
0,20,31,59
11,20,31,100
20,20,31,100
28,20,31,85
31,20,31,59
0,21,31,59
12,21,31,100
13,21,31,100
15,21,31,100
16,21,31,100
17,21,31,100
31,21,31,59
0,22,31,59
31,22,31,59
0,23,31,59
3,23,31,85
31,23,31,59
28,24,31,85
31,24,31,59
0,25,31,59
31,25,31,59
0,26,31,59
31,26,31,59
0,27,31,59
3,27,31,85
5,27,31,85
7,27,31,85
10,27,31,85
13,27,31,85
16,27,31,85
19,27,31,85
22,27,31,85
25,27,31,85
28,27,31,85
31,27,31,59
0,28,31,59
31,28,31,59
0,29,31,59
31,29,31,59
0,30,31,59
31,30,31,59
0,31,31,59
1,31,31,59
2,31,31,59
3,31,31,59
4,31,31,59
5,31,31,59
6,31,31,59
7,31,31,59
8,31,31,59
9,31,31,59
10,31,31,59
11,31,31,59
12,31,31,59
13,31,31,59
14,31,31,59
15,31,31,59
16,31,31,59
17,31,31,59
18,31,31,59
19,31,31,59
20,31,31,59
21,31,31,59
22,31,31,59
23,31,31,59
24,31,31,59
25,31,31,59
26,31,31,59
27,31,31,59
28,31,31,59
29,31,31,59
30,31,31,59
31,31,31,59
0,0,30,59
31,0,30,59
0,31,30,59
31,31,30,59
0,0,29,59
31,0,29,59
0,31,29,59
31,31,29,59
0,0,28,59
31,0,28,59
0,31,28,59
31,31,28,59
0,0,27,59
31,0,27,59
0,31,27,59
31,31,27,59
0,0,26,59
31,0,26,59
0,31,26,59
31,31,26,59
0,0,25,59
31,0,25,59
0,31,25,59
31,31,25,59
0,0,24,59
31,0,24,59
0,31,24,59
31,31,24,59
0,0,23,59
31,0,23,59
0,31,23,59
31,31,23,59
0,0,22,59
31,0,22,59
0,31,22,59
31,31,22,59
0,0,21,59
31,0,21,59
0,31,21,59
31,31,21,59
0,0,20,59
31,0,20,59
0,31,20,59
31,31,20,59
0,0,19,59
31,0,19,59
0,31,19,59
31,31,19,59
0,0,18,59
31,0,18,59
0,31,18,59
31,31,18,59
0,0,17,59
31,0,17,59
0,31,17,59
31,31,17,59
0,0,16,59
31,0,16,59
0,31,16,59
31,31,16,59
0,0,15,59
31,0,15,59
0,31,15,59
31,31,15,59
0,0,14,59
31,0,14,59
0,31,14,59
31,31,14,59
0,0,13,59
31,0,13,59
0,31,13,59
31,31,13,59
0,0,12,59
31,0,12,59
0,31,12,59
31,31,12,59
0,0,11,59
31,0,11,59
0,31,11,59
31,31,11,59
0,0,10,59
31,0,10,59
0,31,10,59
31,31,10,59
0,0,9,59
31,0,9,59
0,31,9,59
31,31,9,59
0,0,8,59
31,0,8,59
0,31,8,59
31,31,8,59
0,0,7,59
31,0,7,59
0,31,7,59
31,31,7,59
0,0,6,59
31,0,6,59
0,31,6,59
31,31,6,59
0,0,5,59
31,0,5,59
0,31,5,59
31,31,5,59
0,0,4,59
31,0,4,59
0,31,4,59
31,31,4,59
0,0,3,59
31,0,3,59
0,31,3,59
31,31,3,59
0,0,2,59
31,0,2,59
0,31,2,59
31,31,2,59
0,0,1,59
31,0,1,59
0,31,1,59
31,31,1,59
0,0,0,59
2,0,0,59
3,0,0,59
4,0,0,59
5,0,0,59
6,0,0,59
7,0,0,59
9,0,0,59
10,0,0,59
11,0,0,59
12,0,0,59
13,0,0,59
14,0,0,59
15,0,0,59
16,0,0,59
18,0,0,59
19,0,0,59
20,0,0,59
21,0,0,59
22,0,0,59
23,0,0,59
24,0,0,59
26,0,0,59
27,0,0,59
28,0,0,59
29,0,0,59
30,0,0,59
31,0,0,59
0,1,0,59
31,1,0,59
0,2,0,59
31,2,0,59
0,3,0,59
31,3,0,59
0,4,0,59
3,4,0,85
4,4,0,85
7,4,0,85
10,4,0,85
13,4,0,85
16,4,0,85
19,4,0,85
22,4,0,85
25,4,0,85
28,4,0,85
31,4,0,59
0,5,0,59
31,5,0,59
0,6,0,59
31,6,0,59
0,7,0,59
3,7,0,85
28,7,0,85
31,7,0,59
0,8,0,59
31,8,0,59
0,9,0,59
31,9,0,59
0,10,0,59
31,10,0,59
0,11,0,59
3,11,0,85
9,11,0,100
19,11,0,100
28,11,0,85
31,11,0,59
0,12,0,59
31,12,0,59
0,13,0,59
31,13,0,59
0,14,0,59
31,14,0,59
0,15,0,59
3,15,0,85
28,15,0,85
31,15,0,59
0,16,0,59
31,16,0,59
0,17,0,59
9,17,0,100
20,17,0,100
31,17,0,59
0,18,0,59
31,18,0,59
0,19,0,59
3,19,0,85
11,19,0,100
12,19,0,100
18,19,0,100
28,19,0,85
31,19,0,59
0,20,0,59
14,20,0,100
17,20,0,100
31,20,0,59
0,21,0,59
15,21,0,100
31,21,0,59
0,22,0,59
31,22,0,59
0,23,0,59
3,23,0,85
28,23,0,85
31,23,0,59
0,24,0,59
31,24,0,59
0,25,0,59
31,25,0,59
0,26,0,59
3,26,0,85
31,26,0,59
0,27,0,59
3,27,0,85
5,27,0,85
8,27,0,85
11,27,0,85
14,27,0,85
17,27,0,85
20,27,0,85
22,27,0,85
24,27,0,85
25,27,0,85
26,27,0,85
28,27,0,85
31,27,0,59
0,28,0,59
31,28,0,59
0,29,0,59
31,29,0,59
0,30,0,59
31,30,0,59
0,31,0,59
1,31,0,59
2,31,0,59
3,31,0,59
4,31,0,59
5,31,0,59
6,31,0,59
7,31,0,59
