9,0,20,87
10,0,20,87
11,0,20,87
12,0,20,87
13,0,20,87
14,0,20,87
16,0,20,87
17,0,20,87
18,0,20,87
19,0,20,87
20,0,20,87
21,0,20,87
14,1,20,87
16,1,20,87
14,2,20,87
16,2,20,87
14,3,20,87
16,3,20,87
14,4,20,87
16,4,20,87
14,5,20,87
16,5,20,87
16,6,20,87
16,7,20,87
14,8,20,87
16,8,20,87
16,9,20,87
14,10,20,87
16,10,20,87
14,11,20,87
14,12,20,87
16,12,20,87
16,13,20,87
14,14,20,87
16,14,20,87
14,15,20,87
16,15,20,87
14,16,20,87
14,17,20,87
16,17,20,87
14,18,20,87
16,18,20,87
16,19,20,87
14,20,20,87
16,20,20,87
14,21,20,87
14,22,20,87
16,22,20,87
13,23,20,87
14,23,20,87
15,23,20,87
16,23,20,87
14,24,20,87
16,24,20,87
14,25,20,87
16,25,20,87
13,26,20,87
15,26,20,87
12,27,20,87
13,27,20,87
14,27,20,87
15,27,20,87
16,27,20,87
11,29,20,87
12,29,20,87
13,29,20,87
14,29,20,87
15,29,20,87
16,29,20,87
17,29,20,87
6,30,20,87
7,30,20,87
8,30,20,87
9,30,20,87
10,30,20,87
11,30,20,87
13,30,20,87
14,30,20,87
15,30,20,87
16,30,20,87
17,30,20,87
19,30,20,87
20,30,20,87
21,30,20,87
5,31,20,87
6,31,20,87
7,31,20,87
8,31,20,87
9,31,20,87
11,31,20,87
12,31,20,87
13,31,20,87
14,31,20,87
15,31,20,87
17,31,20,87
18,31,20,87
19,31,20,87
20,31,20,87
21,31,20,87
22,31,20,87
8,0,19,87
22,0,19,87
9,30,19,87
10,30,19,87
11,30,19,87
12,30,19,87
13,30,19,87
14,30,19,87
15,30,19,87
16,30,19,87
17,30,19,87
18,30,19,87
19,30,19,87
4,31,19,87
5,31,19,87
6,31,19,87
7,31,19,87
8,31,19,87
9,31,19,87
10,31,19,87
11,31,19,87
12,31,19,87
13,31,19,87
14,31,19,87
15,31,19,87
17,31,19,87
18,31,19,87
19,31,19,87
20,31,19,87
21,31,19,87
23,31,19,87
7,0,18,87
23,0,18,87
6,0,17,87
24,0,17,87
5,0,16,87
25,0,16,87
4,0,15,87
26,0,15,87
4,0,14,87
26,0,14,87
4,0,13,87
26,0,13,87
4,0,12,87
26,0,12,87
4,0,11,87
26,0,11,87
23,7,11,91
23,8,11,91
2,0,10,91
4,0,10,91
26,0,10,91
1,1,10,91
4,1,10,91
5,1,10,91
6,1,10,91
25,1,10,91
26,1,10,91
28,1,10,91
29,1,10,91
0,2,10,91
7,2,10,91
24,2,10,91
26,2,10,91
30,2,10,91
4,3,10,91
8,3,10,91
23,3,10,91
27,3,10,91
31,3,10,91
0,4,10,91
4,4,10,91
8,4,10,91
23,4,10,91
4,5,10,91
23,5,10,91
27,5,10,91
31,5,10,91
23,6,10,91
27,6,10,91
26,7,10,91
